Sean, Rodriguez, 15234441,3.14, RoSe4441
Michael, Reich, 20491099,1.856, ReMi0099
Stephanie, Passanante, 98225004,2.839, PaSt0004
Michelle, Waxman, 61771398,3.464, WaMi0398
Lisa, Kudrow, 82676279,1.471, KuLi0279
John, DiMarco, 32645865,1.217, DiJo0865
David, Passanante, 97574251,1.614, PaDa0251
David, DiMarco, 26078704,2.825, DiDa0704
Michael, Waxman, 61657894,3.799, WaMi0894
Michael, Passanante, 68262216,2.583, PaMi0216
Bryan, Levitts, 18801606,2.908, LeBr0606
Bob, Reich, 34915152,3.874, ReBo0152
David, DiMarco, 84188132,3.537, DiDa0132
Bob, DiMarco, 67925879,1.973, DiBo0879
Michael, Kudrow, 98580238,3.799, KuMi0238
John, Phillips, 70973252,1.366, PhJo0252
Stephanie, Kudrow, 55573936,2.649, KuSt0936
Leslie, Levitts, 35257934,1.549, LeLe0934
Stephanie, Phillips, 49216112,2.582, PhSt0112
Leslie, Levitts, 88977003,3.022, LeLe0003
Michelle, Levitts, 41869329,1.296, LeMi0329
Lisa, Phillips, 86674665,1.945, PhLi0665
Michael, Levitts, 44706641,2.64, LeMi0641
Michael, Passanante, 17101878,2.668, PaMi0878
Bob, Kudrow, 65719229,2.965, KuBo0229
John, Passanante, 10717689,3.098, PaJo0689
John, Phillips, 12619657,2.695, PhJo0657
Lisa, Levitts, 10465117,1.624, LeLi0117
Bryan, Reich, 30523571,3.715, ReBr0571
Bob, Levitts, 91954395,3.064, LeBo0395
David, DiMarco, 66792678,1.926, DiDa0678
Lisa, Levitts, 11686342,1.838, LeLi0342
Michael, Passanante, 87921744,3.039, PaMi0744
Stephanie, DiMarco, 94448735,2.347, DiSt0735
Bob, DiMarco, 55852521,3.462, DiBo0521
Michael, Reich, 13518466,2.264, ReMi0466
Lisa, Reich, 53597334,1.862, ReLi0334
John, Kudrow, 49802276,3.207, KuJo0276
Stephanie, Reich, 72555190,2.743, ReSt0190
John, Phillips, 78548935,2.994, PhJo0935
Bob, DiMarco, 76403194,1.14, DiBo0194
John, Kudrow, 14765605,2.476, KuJo0605
Bryan, Passanante, 78946104,1.248, PaBr0104
David, DiMarco, 70971273,3.623, DiDa0273
Stephanie, Reich, 85806812,2.598, ReSt0812
Stephanie, Kudrow, 13420021,3.365, KuSt0021
Lisa, Phillips, 42340613,2.105, PhLi0613
David, Phillips, 45426938,3.372, PhDa0938
David, Levitts, 42655997,1.082, LeDa0997
Leslie, Waxman, 28929549,2.766, WaLe0549
Bryan, Levitts, 87124858,1.063, LeBr0858
Bob, Phillips, 77917486,1.452, PhBo0486
David, Levitts, 48264878,3.025, LeDa0878
Michael, Kudrow, 89863281,3.556, KuMi0281
Michelle, Passanante, 77376913,1.337, PaMi0913
Lisa, Reich, 33787068,2.172, ReLi0068
John, Kudrow, 86820215,3.548, KuJo0215
Bob, DiMarco, 46087997,2.387, DiBo0997
Bob, DiMarco, 25308258,2.827, DiBo0258
Stephanie, Waxman, 37775208,2.299, WaSt0208
Michael, DiMarco, 76108027,1.672, DiMi0027
John, Phillips, 69231125,2.486, PhJo0125
John, Kudrow, 20525554,3.205, KuJo0554
Stephanie, Phillips, 71139931,1.158, PhSt0931
Lisa, Waxman, 91560520,1.156, WaLi0520
Stephanie, Phillips, 32714006,1.935, PhSt0006
Bob, DiMarco, 85112741,3.374, DiBo0741
John, DiMarco, 90851164,1.984, DiJo0164
Michael, Waxman, 88623343,1.45, WaMi0343
Bob, DiMarco, 66355469,3.964, DiBo0469
David, Passanante, 89533440,3.798, PaDa0440
Bryan, DiMarco, 85854483,3.012, DiBr0483
Leslie, Reich, 68443141,1.279, ReLe0141
Michelle, Passanante, 80545722,2.722, PaMi0722
John, Passanante, 44353669,2.207, PaJo0669
John, Reich, 25405152,3.825, ReJo0152
John, Waxman, 11875440,1.337, WaJo0440
John, Passanante, 14990547,3.062, PaJo0547
Bob, DiMarco, 92784875,3.162, DiBo0875
Stephanie, Reich, 14472479,1.434, ReSt0479
Leslie, Waxman, 76812818,1.613, WaLe0818
Michael, Phillips, 47025820,3.811, PhMi0820
John, Levitts, 69047277,2.008, LeJo0277
Stephanie, DiMarco, 71214492,1.615, DiSt0492
Bryan, DiMarco, 23833418,3.829, DiBr0418
Bob, Waxman, 84502344,3.034, WaBo0344
Bob, Kudrow, 17553517,1.679, KuBo0517
Michelle, Waxman, 21522920,1.988, WaMi0920
David, Kudrow, 75169751,2.501, KuDa0751
Leslie, Waxman, 28240972,2.807, WaLe0972
David, Reich, 97912626,3.893, ReDa0626
Stephanie, Passanante, 95638483,2.343, PaSt0483
Michael, Passanante, 11997824,2.129, PaMi0824
Stephanie, DiMarco, 39058072,2.972, DiSt0072
Michelle, Waxman, 10754317,3.202, WaMi0317
Lisa, Waxman, 21836515,1.71, WaLi0515
John, Passanante, 65046564,1.996, PaJo0564
Michael, Kudrow, 44361286,3.396, KuMi0286
David, Waxman, 59373559,3.421, WaDa0559
Leslie, Reich, 82182858,1.676, ReLe0858
John, Reich, 43527591,1.097, ReJo0591
Michelle, Phillips, 59315606,1.224, PhMi0606
Stephanie, Levitts, 22195497,3.931, LeSt0497
Bob, Phillips, 35360126,2.451, PhBo0126
Michael, Levitts, 77385249,3.684, LeMi0249
Leslie, Waxman, 17579771,2.629, WaLe0771
Michelle, Reich, 21060654,2.347, ReMi0654
Lisa, Phillips, 91564229,2.178, PhLi0229
Michael, Reich, 47867006,2.938, ReMi0006
John, Reich, 56612952,2.556, ReJo0952
Bryan, Passanante, 10330481,3.055, PaBr0481
Leslie, Waxman, 24471237,3.984, WaLe0237
Michael, Waxman, 91414119,1.254, WaMi0119
Leslie, Levitts, 42551783,2.963, LeLe0783
Lisa, Phillips, 91813174,3.131, PhLi0174
Stephanie, Reich, 65274547,2.29, ReSt0547
Michael, Kudrow, 61872651,2.654, KuMi0651
Michael, Passanante, 89657679,2.062, PaMi0679
Bryan, DiMarco, 80509856,2.121, DiBr0856
Lisa, Waxman, 23792380,3.852, WaLi0380
Lisa, Reich, 66024766,2.815, ReLi0766
David, Kudrow, 49334480,1.048, KuDa0480
Bryan, Kudrow, 76181022,1.196, KuBr0022
Stephanie, DiMarco, 11645555,1.057, DiSt0555
Leslie, Levitts, 47440366,2.229, LeLe0366
Bryan, Waxman, 83716395,2.833, WaBr0395
Bryan, Levitts, 15733332,2.178, LeBr0332
John, Passanante, 22505616,3.965, PaJo0616
Michael, Waxman, 83649012,1.967, WaMi0012
John, Levitts, 28826274,1.267, LeJo0274
David, Passanante, 51426695,1.935, PaDa0695
Bob, DiMarco, 34413239,3.596, DiBo0239
Michael, Kudrow, 91632191,1.582, KuMi0191
Michelle, Passanante, 22304181,1.365, PaMi0181
David, Levitts, 89901681,1.651, LeDa0681
Bryan, Passanante, 49166972,2.958, PaBr0972
Michael, DiMarco, 66635862,3.62, DiMi0862
Leslie, Waxman, 10706288,3.021, WaLe0288
Stephanie, DiMarco, 67027234,2.463, DiSt0234
Bryan, Waxman, 23782279,3.33, WaBr0279
Stephanie, Kudrow, 89303332,2.257, KuSt0332
Michelle, Reich, 71374064,3.724, ReMi0064
Leslie, Waxman, 13568705,3.974, WaLe0705
John, Phillips, 99020896,1.285, PhJo0896
Bob, Passanante, 56128453,2.56, PaBo0453
Leslie, Levitts, 63873804,3.768, LeLe0804
Stephanie, Levitts, 46676183,1.13, LeSt0183
John, Phillips, 89990506,3.961, PhJo0506
John, Levitts, 78229105,2.866, LeJo0105
David, Passanante, 96006446,3.46, PaDa0446
Leslie, Phillips, 62193174,1.975, PhLe0174
David, Passanante, 83814717,1.074, PaDa0717
Leslie, Reich, 63441019,1.777, ReLe0019
Michael, Reich, 49387719,2.816, ReMi0719
John, Waxman, 72785538,1.774, WaJo0538
Bob, Reich, 29373358,3.19, ReBo0358
Lisa, Passanante, 56731892,1.288, PaLi0892
Michelle, Phillips, 99598583,2.267, PhMi0583
Bob, Levitts, 66890791,2.006, LeBo0791
Bob, Phillips, 74113090,3.725, PhBo0090
Leslie, Waxman, 33935829,1.525, WaLe0829
Michael, DiMarco, 25906001,2.851, DiMi0001
Bryan, Phillips, 63487694,3.73, PhBr0694
David, Reich, 72928323,1.203, ReDa0323
David, Waxman, 93808089,3.609, WaDa0089
Michelle, Kudrow, 55554014,1.4, KuMi0014
David, Levitts, 47686145,3.823, LeDa0145
Lisa, Phillips, 24112452,2.259, PhLi0452
Michael, DiMarco, 13400150,1.144, DiMi0150
Michelle, Waxman, 47625132,3.234, WaMi0132
John, Levitts, 12137413,1.585, LeJo0413
Stephanie, DiMarco, 37379401,3.886, DiSt0401
Lisa, Kudrow, 11755074,3.819, KuLi0074
John, Passanante, 31472033,2.837, PaJo0033
Leslie, Phillips, 59264656,2.221, PhLe0656
David, Levitts, 58955479,1.426, LeDa0479
Stephanie, Kudrow, 66923200,1.634, KuSt0200
Leslie, Waxman, 74719575,3.038, WaLe0575
Michael, Reich, 69313766,3.686, ReMi0766
Bryan, Phillips, 28741553,2.809, PhBr0553
Michael, Kudrow, 81298140,3.254, KuMi0140
David, Reich, 65837129,2.188, ReDa0129
Bryan, Kudrow, 59224530,1.413, KuBr0530
John, Levitts, 64545531,2.545, LeJo0531
Stephanie, Phillips, 40273094,2.969, PhSt0094
Michael, Levitts, 86281217,1.829, LeMi0217
Bryan, Reich, 17322089,3.397, ReBr0089
Michelle, Passanante, 88385156,3.947, PaMi0156
Lisa, Passanante, 29217466,3.793, PaLi0466
Lisa, Reich, 67208452,3.364, ReLi0452
Michelle, Reich, 68828720,3.165, ReMi0720
John, Waxman, 19861116,1.115, WaJo0116
Bob, Reich, 63773806,2.167, ReBo0806
John, Reich, 35758824,1.214, ReJo0824
Leslie, Kudrow, 27195933,2.105, KuLe0933
Bryan, Levitts, 41600458,3.156, LeBr0458
John, Reich, 48475057,1.8, ReJo0057
Bob, Passanante, 95909250,3.986, PaBo0250
David, Phillips, 86256868,1.674, PhDa0868
Lisa, Phillips, 81770331,3.157, PhLi0331
David, Phillips, 88682114,1.113, PhDa0114
Lisa, Reich, 98897495,1.122, ReLi0495
Bryan, Passanante, 88199025,2.976, PaBr0025
Stephanie, Passanante, 88662024,1.399, PaSt0024
David, DiMarco, 30841704,3.821, DiDa0704
Michael, Waxman, 38216340,2.553, WaMi0340
Bob, Kudrow, 22357272,3.204, KuBo0272
Bryan, Waxman, 62345325,3.32, WaBr0325
Michael, Passanante, 76064562,3.124, PaMi0562
Leslie, Kudrow, 44178120,2.845, KuLe0120
Michael, Kudrow, 89827212,2.465, KuMi0212
Michelle, Kudrow, 68393196,2.723, KuMi0196
David, Waxman, 82023938,1.025, WaDa0938
Lisa, Passanante, 23049542,3.346, PaLi0542
David, Reich, 18898823,1.464, ReDa0823
Stephanie, Kudrow, 98676749,2.73, KuSt0749
Lisa, Passanante, 28174405,1.269, PaLi0405
Stephanie, Kudrow, 65756824,3.824, KuSt0824
Bob, Phillips, 16310424,3.57, PhBo0424
Bob, Reich, 94230545,3.983, ReBo0545
Stephanie, Reich, 69290979,1.4, ReSt0979
Bob, Waxman, 51161150,1.102, WaBo0150
Leslie, Passanante, 69322966,1.742, PaLe0966
Bob, Passanante, 85188203,3.59, PaBo0203
Stephanie, Passanante, 42328565,3.442, PaSt0565
Bob, Phillips, 18904429,2.19, PhBo0429
John, Phillips, 73614615,2.839, PhJo0615
Michael, Phillips, 42788321,3.318, PhMi0321
David, Levitts, 91601691,2.699, LeDa0691
Bryan, Waxman, 96825373,2.418, WaBr0373
Lisa, Passanante, 21995660,3.788, PaLi0660
Michelle, Kudrow, 28450701,1.531, KuMi0701
Leslie, Reich, 27284583,1.178, ReLe0583
Leslie, Reich, 27945894,2.052, ReLe0894
David, Waxman, 28943728,2.13, WaDa0728
Michael, Reich, 54922907,3.376, ReMi0907
Bryan, Passanante, 72231533,2.132, PaBr0533
Stephanie, Kudrow, 52027794,2.92, KuSt0794
Michelle, Passanante, 55959318,3.441, PaMi0318
Bryan, Waxman, 64497113,2.713, WaBr0113
John, Reich, 72117579,2.222, ReJo0579
Bob, Reich, 36699788,1.53, ReBo0788
David, Waxman, 12741641,3.113, WaDa0641
Bob, Kudrow, 69297277,3.291, KuBo0277
Bob, Levitts, 93899515,3.809, LeBo0515
Michael, Waxman, 53154824,1.175, WaMi0824
Bob, Levitts, 99184769,1.016, LeBo0769
Michelle, Levitts, 48636626,2.673, LeMi0626
Michelle, Waxman, 27597193,3.851, WaMi0193
Bryan, Passanante, 11417726,2.549, PaBr0726
David, DiMarco, 83194117,2.529, DiDa0117
Stephanie, DiMarco, 98445443,3.406, DiSt0443
David, Phillips, 36395154,2.939, PhDa0154
Michelle, Waxman, 20183145,1.349, WaMi0145
Leslie, Waxman, 79323208,1.435, WaLe0208
David, Waxman, 67769189,1.932, WaDa0189
Bryan, Levitts, 10064553,2.941, LeBr0553
Michelle, Passanante, 76223827,3.376, PaMi0827
David, Levitts, 83230773,3.199, LeDa0773
Michelle, Reich, 77336910,1.754, ReMi0910
John, Phillips, 46705418,3.771, PhJo0418
Michael, Waxman, 28369182,1.629, WaMi0182
John, Kudrow, 16958152,3.106, KuJo0152
John, Levitts, 75199979,1.339, LeJo0979
Michael, Levitts, 27809211,3.786, LeMi0211
Bryan, Levitts, 41054175,3.904, LeBr0175
Stephanie, Passanante, 60027013,1.778, PaSt0013
Bob, DiMarco, 94441133,3.275, DiBo0133
Michelle, Reich, 41641691,2.289, ReMi0691
John, Passanante, 72438533,1.378, PaJo0533
Lisa, Phillips, 51357384,2.557, PhLi0384
Bob, Reich, 87953840,1.172, ReBo0840
Michael, DiMarco, 79946110,2.67, DiMi0110
David, Passanante, 32096257,2.696, PaDa0257
Lisa, Passanante, 77005993,1.262, PaLi0993
John, Phillips, 15291962,2.802, PhJo0962
John, Passanante, 42966710,2.656, PaJo0710
David, Reich, 33275442,3.052, ReDa0442
Lisa, Kudrow, 38724921,2.817, KuLi0921
Lisa, Waxman, 46589743,3.994, WaLi0743
David, Kudrow, 97792531,3.186, KuDa0531
Michelle, Levitts, 64728430,3.768, LeMi0430
Stephanie, Waxman, 48340574,3.247, WaSt0574
David, Levitts, 28552103,1.776, LeDa0103
Bryan, Waxman, 85021537,1.409, WaBr0537
Bob, Levitts, 27112245,2.864, LeBo0245
Leslie, Levitts, 72952955,1.549, LeLe0955
David, Reich, 57515240,3.249, ReDa0240
Leslie, Passanante, 88745049,2.301, PaLe0049
Lisa, Kudrow, 88959366,3.131, KuLi0366
Michael, Waxman, 45955267,3.932, WaMi0267
John, DiMarco, 44577563,1.729, DiJo0563
Michelle, Levitts, 54852498,2.402, LeMi0498
John, Levitts, 57218811,3.194, LeJo0811
Bob, DiMarco, 38873810,3.93, DiBo0810
Bryan, Kudrow, 27800914,2.613, KuBr0914
Bob, Waxman, 32656483,1.18, WaBo0483
John, Levitts, 57367511,3.076, LeJo0511
John, Reich, 89028197,2.882, ReJo0197
Lisa, Levitts, 16482117,1.508, LeLi0117
David, DiMarco, 94838142,2.504, DiDa0142
John, Reich, 48092021,1.753, ReJo0021
Bryan, Levitts, 88011893,3.286, LeBr0893
Bryan, Passanante, 42494836,3.096, PaBr0836
Bryan, Passanante, 70712847,1.754, PaBr0847
Michelle, Reich, 15540532,3.213, ReMi0532
Leslie, DiMarco, 45993050,3.527, DiLe0050
Michael, DiMarco, 13701746,1.249, DiMi0746
Leslie, Passanante, 37816195,2.038, PaLe0195
Michelle, DiMarco, 82145197,2.499, DiMi0197
Michelle, Waxman, 56835657,1.47, WaMi0657
John, Kudrow, 44437014,2.891, KuJo0014
Bryan, Levitts, 86810316,1.039, LeBr0316
Leslie, Reich, 35014775,1.261, ReLe0775
Bryan, Passanante, 99041022,2.427, PaBr0022
Bob, Reich, 48059097,1.103, ReBo0097
Michelle, Kudrow, 34710507,3.979, KuMi0507
Stephanie, Passanante, 28897571,3.295, PaSt0571
Michelle, Phillips, 77509539,2.995, PhMi0539
Bryan, Passanante, 76573846,3.977, PaBr0846
Stephanie, Reich, 31432159,1.205, ReSt0159
John, Passanante, 78714712,3.583, PaJo0712
Michelle, Kudrow, 61122784,3.27, KuMi0784
Michelle, DiMarco, 12327934,3.713, DiMi0934
Bryan, Kudrow, 34658012,1.898, KuBr0012
Leslie, DiMarco, 96663721,2.327, DiLe0721
John, DiMarco, 41145924,3.919, DiJo0924
Leslie, Waxman, 96772580,1.467, WaLe0580
Leslie, Reich, 88025709,2.398, ReLe0709
John, DiMarco, 68892404,3.478, DiJo0404
John, Waxman, 65450425,1.638, WaJo0425
Lisa, Passanante, 91297599,2.438, PaLi0599
Stephanie, Phillips, 97635679,1.656, PhSt0679
Bryan, Passanante, 56743050,2.264, PaBr0050
Bryan, Passanante, 73557094,2.471, PaBr0094
Michael, Passanante, 85135758,3.709, PaMi0758
Michelle, DiMarco, 51879313,2.303, DiMi0313
John, Waxman, 67566948,2.213, WaJo0948
Lisa, Phillips, 17499408,3.507, PhLi0408
Michelle, Levitts, 25337453,3.328, LeMi0453
Lisa, Passanante, 99587464,1.846, PaLi0464
Leslie, Passanante, 20109213,3.172, PaLe0213
Leslie, Kudrow, 43507180,1.439, KuLe0180
Bryan, DiMarco, 83815677,2.139, DiBr0677
Michelle, Phillips, 81499271,2.472, PhMi0271
Bryan, DiMarco, 29463926,3.819, DiBr0926
David, Reich, 59510523,2.507, ReDa0523
Stephanie, Passanante, 16461334,2.854, PaSt0334
John, Phillips, 90051266,1.991, PhJo0266
David, Kudrow, 66599583,2.178, KuDa0583
Bob, Passanante, 83464122,2.297, PaBo0122
Bob, Passanante, 79328833,1.878, PaBo0833
Michael, Waxman, 32486814,3.385, WaMi0814
Stephanie, Phillips, 27454864,1.622, PhSt0864
David, Kudrow, 67491842,2.927, KuDa0842
Bryan, Phillips, 36892015,2.377, PhBr0015
Michelle, Phillips, 42285872,2.487, PhMi0872
David, Phillips, 76604705,2.881, PhDa0705
Michelle, Kudrow, 52851615,3.09, KuMi0615
John, Phillips, 87370382,2.087, PhJo0382
Michelle, Passanante, 73915035,3.276, PaMi0035
Lisa, Passanante, 50496688,1.535, PaLi0688
Michelle, Reich, 70720670,1.475, ReMi0670
Leslie, Waxman, 60125650,2.379, WaLe0650
Michael, Passanante, 75897918,2.296, PaMi0918
Stephanie, Phillips, 35257744,1.517, PhSt0744
Michael, Passanante, 13801060,3.063, PaMi0060
Leslie, Passanante, 80128596,1.062, PaLe0596
John, Levitts, 67205849,3.697, LeJo0849
Lisa, Reich, 94071169,1.095, ReLi0169
Michelle, Kudrow, 63745500,2.782, KuMi0500
Michelle, Kudrow, 44496233,3.435, KuMi0233
Bob, DiMarco, 71968847,3.393, DiBo0847
Bryan, Levitts, 89123942,3.871, LeBr0942
Michael, DiMarco, 99403526,2.046, DiMi0526
Lisa, Kudrow, 26099301,2.089, KuLi0301
Lisa, Passanante, 47506955,3.843, PaLi0955
Stephanie, Passanante, 93124378,2.252, PaSt0378
Michelle, Phillips, 20887964,2.658, PhMi0964
Bryan, Phillips, 29240047,1.943, PhBr0047
Lisa, DiMarco, 30681849,3.957, DiLi0849
John, DiMarco, 85390068,3.94, DiJo0068
Bryan, Waxman, 44461698,3.584, WaBr0698
Michelle, Waxman, 42400347,2.043, WaMi0347
David, Phillips, 97568776,1.615, PhDa0776
Bob, Levitts, 57506148,3.904, LeBo0148
Stephanie, Levitts, 23244784,2.102, LeSt0784
David, Passanante, 73060118,1.593, PaDa0118
David, Passanante, 91448817,1.317, PaDa0817
Lisa, Reich, 33553876,2.349, ReLi0876
Lisa, Waxman, 88741830,3.819, WaLi0830
Bob, Reich, 29586052,1.739, ReBo0052
Leslie, Passanante, 64121423,1.444, PaLe0423
Michael, Kudrow, 49909517,1.189, KuMi0517
Leslie, Kudrow, 48189735,1.057, KuLe0735
Bryan, Reich, 35190667,1.599, ReBr0667
Stephanie, Kudrow, 35537310,1.648, KuSt0310
Stephanie, Reich, 49613551,1.508, ReSt0551
Michael, Reich, 12725700,2.12, ReMi0700
Bryan, Reich, 48961657,2.033, ReBr0657
Lisa, Passanante, 16751636,1.859, PaLi0636
Lisa, Kudrow, 96310181,3.522, KuLi0181
Lisa, Reich, 51375585,1.918, ReLi0585
John, Kudrow, 98961569,3.67, KuJo0569
David, Levitts, 71197498,3.414, LeDa0498
Stephanie, DiMarco, 52757166,1.532, DiSt0166
Lisa, DiMarco, 85862558,3.471, DiLi0558
Bryan, Levitts, 92397779,3.67, LeBr0779
Leslie, DiMarco, 99279748,1.806, DiLe0748
Michael, Passanante, 28905956,2.381, PaMi0956
Bob, DiMarco, 71236058,1.785, DiBo0058
Stephanie, Passanante, 57862797,1.739, PaSt0797
Michelle, Passanante, 21289116,2.559, PaMi0116
Stephanie, Reich, 24552139,2.899, ReSt0139
David, Reich, 57321086,3.595, ReDa0086
Leslie, Waxman, 54644867,1.888, WaLe0867
Lisa, Kudrow, 43636637,1.716, KuLi0637
Bob, Reich, 71556221,2.848, ReBo0221
Stephanie, DiMarco, 85987783,3.477, DiSt0783
Stephanie, Reich, 64108887,2.437, ReSt0887
Stephanie, Passanante, 63408415,1.457, PaSt0415
John, DiMarco, 20634682,3.864, DiJo0682
Michelle, Passanante, 59241348,1.84, PaMi0348
Stephanie, Levitts, 88147647,2.767, LeSt0647
Michael, Kudrow, 56240673,2.329, KuMi0673
Michael, Reich, 97721378,1.894, ReMi0378
John, Reich, 73132246,3.28, ReJo0246
Leslie, Phillips, 49703374,1.317, PhLe0374
Lisa, DiMarco, 52515126,3.605, DiLi0126
Stephanie, Reich, 24899247,1.626, ReSt0247
Bryan, Levitts, 92486745,2.811, LeBr0745
David, Phillips, 80359586,1.329, PhDa0586
John, Reich, 16874675,1.258, ReJo0675
Bryan, Levitts, 80902307,3.42, LeBr0307
Leslie, DiMarco, 91457749,3.463, DiLe0749
Bryan, Waxman, 70003265,1.833, WaBr0265
Leslie, Passanante, 36059395,3.062, PaLe0395
Michelle, Phillips, 96187996,3.235, PhMi0996
Bryan, Reich, 74895963,3.752, ReBr0963
Bryan, Waxman, 53557338,2.389, WaBr0338
Bryan, DiMarco, 50062861,2.31, DiBr0861
Bryan, Levitts, 27579806,1.044, LeBr0806
Bryan, Levitts, 25541352,1.526, LeBr0352
Michael, Kudrow, 39783477,2.063, KuMi0477
Michael, Passanante, 71608755,1.651, PaMi0755
David, Waxman, 87480239,1.26, WaDa0239
Michelle, DiMarco, 92034929,3.675, DiMi0929
Bob, Levitts, 47155199,3.158, LeBo0199
Lisa, Phillips, 38947812,1.557, PhLi0812
Bryan, Reich, 22654063,3.639, ReBr0063
Bob, Passanante, 72750840,1.215, PaBo0840
Leslie, Reich, 31801295,3.186, ReLe0295
Bryan, Phillips, 66975065,2.898, PhBr0065
Michael, Kudrow, 17581895,1.199, KuMi0895
David, Reich, 40448770,1.246, ReDa0770
Leslie, Reich, 22519558,3.589, ReLe0558
David, Kudrow, 61667409,1.154, KuDa0409
Bob, Phillips, 27384090,1.619, PhBo0090
Bryan, Kudrow, 82746666,3.273, KuBr0666
David, Waxman, 57860830,3.706, WaDa0830
Stephanie, Reich, 92841469,3.73, ReSt0469
Leslie, Reich, 15314940,1.645, ReLe0940
Bob, Waxman, 13413758,2.411, WaBo0758
Bob, DiMarco, 60283355,2.481, DiBo0355
John, DiMarco, 40231796,2.908, DiJo0796
Lisa, Kudrow, 59827191,2.982, KuLi0191
Leslie, Phillips, 89483905,2.948, PhLe0905
Leslie, DiMarco, 52377460,3.428, DiLe0460
Stephanie, Levitts, 87889352,1.914, LeSt0352
Michael, Reich, 16206867,2.195, ReMi0867
Bob, Kudrow, 79189260,1.786, KuBo0260
Lisa, DiMarco, 40160530,3.329, DiLi0530
Leslie, Phillips, 41900334,2.6, PhLe0334
Stephanie, Waxman, 37778412,1.093, WaSt0412
Michelle, Phillips, 55714217,3.253, PhMi0217
Bryan, Passanante, 58442300,2.188, PaBr0300
Michael, Waxman, 36425287,1.258, WaMi0287
Bob, Reich, 21680135,3.118, ReBo0135
Lisa, DiMarco, 81769708,3.782, DiLi0708
John, Waxman, 63260477,2.924, WaJo0477
Lisa, Reich, 63058548,3.049, ReLi0548
Lisa, Levitts, 94209983,3.226, LeLi0983
John, Phillips, 89987784,1.967, PhJo0784
Michelle, Reich, 76386643,2.319, ReMi0643
Lisa, Passanante, 78507989,2.551, PaLi0989
Bryan, Passanante, 20741617,2.765, PaBr0617
John, Kudrow, 94136531,2.488, KuJo0531
Michael, Phillips, 86902499,1.703, PhMi0499
Leslie, Levitts, 15595085,3.936, LeLe0085
Stephanie, Passanante, 15210791,2.849, PaSt0791
David, Waxman, 56155277,3.399, WaDa0277
Michelle, Reich, 24846411,2.888, ReMi0411
Michael, Passanante, 12575275,1.258, PaMi0275
Lisa, Passanante, 24172063,1.731, PaLi0063
Bryan, Reich, 84010124,1.305, ReBr0124
Stephanie, Levitts, 31930258,2.851, LeSt0258
Lisa, Levitts, 95778662,1.372, LeLi0662
Leslie, Phillips, 50425810,3.664, PhLe0810
Bob, Levitts, 15369802,3.89, LeBo0802
Bob, Levitts, 84326616,3.661, LeBo0616
Bryan, Phillips, 80571006,3.966, PhBr0006
Bob, DiMarco, 31215548,1.77, DiBo0548
Bryan, Phillips, 52101797,3.329, PhBr0797
Leslie, Waxman, 92526232,3.151, WaLe0232
Leslie, Levitts, 95635032,3.218, LeLe0032
Lisa, Reich, 35995575,2.395, ReLi0575
David, Kudrow, 60588851,2.069, KuDa0851
Bob, Levitts, 73265817,3.838, LeBo0817
Michael, Passanante, 65572054,3.576, PaMi0054
Stephanie, Phillips, 18768926,2.461, PhSt0926
Bryan, DiMarco, 12865722,2.477, DiBr0722
David, Reich, 78526163,2.585, ReDa0163
Bryan, Reich, 86823918,3.152, ReBr0918
Leslie, Phillips, 69995623,2.324, PhLe0623
Lisa, Waxman, 83576270,3.864, WaLi0270
Michael, Kudrow, 16600557,1.519, KuMi0557
Leslie, Reich, 31915241,3.248, ReLe0241
John, Passanante, 43071279,1.614, PaJo0279
Bob, Phillips, 87750888,2.375, PhBo0888
Michael, Reich, 40233515,2.683, ReMi0515
Bryan, DiMarco, 47015979,3.49, DiBr0979
David, Levitts, 40375952,3.583, LeDa0952
John, Reich, 14404193,1.256, ReJo0193
Michelle, DiMarco, 16829829,2.94, DiMi0829
Michael, Reich, 97824299,2.097, ReMi0299
Leslie, Phillips, 93893378,2.439, PhLe0378
David, Phillips, 80953068,2.986, PhDa0068
Lisa, Reich, 15733925,2.625, ReLi0925
Michael, Waxman, 48769762,2.757, WaMi0762
Michael, Phillips, 75400466,3.188, PhMi0466
Bryan, Kudrow, 83455003,2.786, KuBr0003
Michelle, Reich, 57579528,2.44, ReMi0528
Bob, Reich, 50536826,2.636, ReBo0826
Bryan, DiMarco, 61227129,3.457, DiBr0129
Leslie, Kudrow, 67666747,2.994, KuLe0747
Leslie, Waxman, 70709653,2.093, WaLe0653
Bryan, Levitts, 20908652,2.002, LeBr0652
Bryan, Reich, 26586436,1.829, ReBr0436
Leslie, Passanante, 25923287,1.813, PaLe0287
Michael, Reich, 99666898,2.19, ReMi0898
Leslie, Kudrow, 63931231,3.97, KuLe0231
Leslie, Passanante, 84475036,1.163, PaLe0036
Michelle, Reich, 14837102,2.934, ReMi0102
Bob, Reich, 90754046,1.866, ReBo0046
Bob, Levitts, 72397823,2.871, LeBo0823
Stephanie, Kudrow, 54143951,2.41, KuSt0951
Leslie, Phillips, 18817788,2.521, PhLe0788
Bob, DiMarco, 19664994,2.669, DiBo0994
Leslie, Phillips, 88653699,1.741, PhLe0699
Michael, Reich, 24139637,2.438, ReMi0637
David, Waxman, 54411933,3.076, WaDa0933
Leslie, Reich, 46185978,2.18, ReLe0978
Lisa, Kudrow, 28721203,3.427, KuLi0203
